#nanoseconds	topic	value
11000000000	simDERADC/Binv_house12_l106_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house13_l106_tm_P_Out	0.0
11000000000	simDERADC/Binv_house13_l106_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house14_l106_tm_P_Out	0.0
11000000000	simDERADC/Binv_house14_l106_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house1_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house1_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house2_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house2_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house3_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house3_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house4_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house4_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house6_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house6_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house7_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house7_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house10_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house10_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house11_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house11_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house12_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house12_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house13_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house13_l107_tm_Q_Out	0.0
11000000000	simDERADC/Binv_house14_l107_tm_P_Out	0.0
11000000000	simDERADC/Binv_house14_l107_tm_Q_Out	0.0
12000000000	GLD/house5_wh_l107_tm_temperature	+132.998 degF
12000000000	GLD/house4_wh_l107_tm_temperature	+139.798 degF
12000000000	GLD/house1_wh_l107_tm_temperature	+130.642 degF
12000000000	GLD/house11_wh_l106_tm_temperature	+137.596 degF
12000000000	GLD/house10_wh_l106_tm_temperature	+140.797 degF
12000000000	GLD/house9_wh_l106_tm_temperature	+135.999 degF
12000000000	GLD/house8_wh_l106_tm_temperature	+131.777 degF
12000000000	GLD/house7_wh_l106_tm_temperature	+140.198 degF
12000000000	GLD/house6_wh_l106_tm_temperature	+132.649 degF
12000000000	GLD/house5_wh_l106_tm_temperature	+131.579 degF
12000000000	GLD/house4_wh_l106_tm_temperature	+136.398 degF
12000000000	GLD/house3_wh_l106_tm_temperature	+140.599 degF
12000000000	GLD/house1_wh_l106_tm_temperature	+133.501 degF
12000000000	GLD/house0_wh_l106_tm_temperature	+141.898 degF
12000000000	GLD/meter_n150_measured_real_power	+2.11576e+06 W
12000000000	GLD/house13_l107_tm_mass_temperature	+70.8705 degF
12000000000	GLD/house13_l107_tm_air_temperature	+70.9244 degF
12000000000	GLD/house13_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house12_l107_tm_mass_temperature	+71.3205 degF
12000000000	GLD/house12_l107_tm_air_temperature	+71.3846 degF
12000000000	GLD/house12_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house11_l107_tm_mass_temperature	+69.7206 degF
12000000000	GLD/house11_l107_tm_air_temperature	+69.7715 degF
12000000000	GLD/house11_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house10_l107_tm_mass_temperature	+69.0505 degF
12000000000	GLD/house10_l107_tm_air_temperature	+69.0953 degF
12000000000	GLD/house10_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house9_l107_tm_mass_temperature	+68.1904 degF
12000000000	GLD/house9_l107_tm_air_temperature	+68.2602 degF
12000000000	GLD/house9_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house8_l107_tm_mass_temperature	+71.0904 degF
12000000000	GLD/house8_l107_tm_air_temperature	+71.1397 degF
12000000000	GLD/house8_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house7_l107_tm_mass_temperature	+71.5305 degF
12000000000	GLD/house7_l107_tm_air_temperature	+71.5797 degF
12000000000	GLD/house7_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house6_l107_tm_mass_temperature	+68.3912 degF
12000000000	GLD/house6_l107_tm_air_temperature	+68.4532 degF
12000000000	GLD/house6_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house5_l107_tm_mass_temperature	+68.8005 degF
12000000000	GLD/house5_l107_tm_air_temperature	+68.8796 degF
12000000000	GLD/house5_l107_tm_Qm	+808.07
12000000000	GLD/house5_l107_tm_Qa	+21530.9
12000000000	GLD/house5_l107_tm_Qi	+1616.14
12000000000	GLD/house5_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house4_l107_tm_mass_temperature	+68.1005 degF
12000000000	GLD/house4_l107_tm_air_temperature	+68.1775 degF
12000000000	GLD/house4_l107_tm_Qm	+1163.93
12000000000	GLD/house4_l107_tm_Qa	+21886.8
12000000000	GLD/house4_l107_tm_Qi	+2327.86
12000000000	GLD/house4_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house2_l107_tm_mass_temperature	+70.9705 degF
12000000000	GLD/house2_l107_tm_air_temperature	+71.0198 degF
12000000000	GLD/house2_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house1_l107_tm_mass_temperature	+70.6505 degF
12000000000	GLD/house1_l107_tm_air_temperature	+70.7145 degF
12000000000	GLD/house1_l107_tm_Qm	+949.067
12000000000	GLD/house1_l107_tm_Qa	+21671.9
12000000000	GLD/house1_l107_tm_Qi	+1898.13
12000000000	GLD/house1_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house0_l107_tm_mass_temperature	+71.3006 degF
12000000000	GLD/house0_l107_tm_air_temperature	+71.3483 degF
12000000000	GLD/house0_l107_tm_hvac_load	+0.213495 kW
12000000000	GLD/house14_l106_tm_mass_temperature	+69.5505 degF
12000000000	GLD/house14_l106_tm_air_temperature	+69.6294 degF
12000000000	GLD/house14_l106_tm_Qa	+22156.2
12000000000	GLD/house14_l106_tm_hvac_load	+6.10796 kW
12000000000	GLD/house13_l106_tm_mass_temperature	+68.2706 degF
12000000000	GLD/house13_l106_tm_air_temperature	+68.3594 degF
12000000000	GLD/house13_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house12_l106_tm_mass_temperature	+70.3507 degF
12000000000	GLD/house12_l106_tm_air_temperature	+70.4102 degF
12000000000	GLD/house12_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house11_l106_tm_mass_temperature	+69.1106 degF
12000000000	GLD/house11_l106_tm_air_temperature	+69.1601 degF
12000000000	GLD/house11_l106_tm_Qm	+1136.41
12000000000	GLD/house11_l106_tm_Qa	+11859.2
12000000000	GLD/house11_l106_tm_Qi	+2272.82
12000000000	GLD/house11_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house10_l106_tm_mass_temperature	+71.0706 degF
12000000000	GLD/house10_l106_tm_air_temperature	+71.1363 degF
12000000000	GLD/house10_l106_tm_Qm	+917.461
12000000000	GLD/house10_l106_tm_Qa	+21640.3
12000000000	GLD/house10_l106_tm_Qi	+1834.92
12000000000	GLD/house10_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house9_l106_tm_mass_temperature	+69.4806 degF
12000000000	GLD/house9_l106_tm_air_temperature	+69.5517 degF
12000000000	GLD/house9_l106_tm_Qm	+1250.43
12000000000	GLD/house9_l106_tm_Qa	+21973.3
12000000000	GLD/house9_l106_tm_Qi	+2500.87
12000000000	GLD/house9_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house8_l106_tm_mass_temperature	+71.0806 degF
12000000000	GLD/house8_l106_tm_air_temperature	+71.1307 degF
12000000000	GLD/house8_l106_tm_Qm	+784.896
12000000000	GLD/house8_l106_tm_Qa	+11507.7
12000000000	GLD/house8_l106_tm_Qi	+1569.79
12000000000	GLD/house8_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house7_l106_tm_mass_temperature	+70.7607 degF
12000000000	GLD/house7_l106_tm_air_temperature	+70.8091 degF
12000000000	GLD/house7_l106_tm_Qm	+1042.27
12000000000	GLD/house7_l106_tm_Qa	+11765.1
12000000000	GLD/house7_l106_tm_Qi	+2084.54
12000000000	GLD/house7_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house6_l106_tm_mass_temperature	+69.7806 degF
12000000000	GLD/house6_l106_tm_air_temperature	+69.823 degF
12000000000	GLD/house6_l106_tm_Qm	+982.686
12000000000	GLD/house6_l106_tm_Qa	+11705.5
12000000000	GLD/house6_l106_tm_Qi	+1965.37
12000000000	GLD/house6_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house5_l106_tm_mass_temperature	+68.1007 degF
12000000000	GLD/house5_l106_tm_air_temperature	+68.1703 degF
12000000000	GLD/house5_l106_tm_Qm	+1458.57
12000000000	GLD/house5_l106_tm_Qa	+22181.4
12000000000	GLD/house5_l106_tm_Qi	+2917.14
12000000000	GLD/house5_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house4_l106_tm_mass_temperature	+71.4804 degF
12000000000	GLD/house4_l106_tm_air_temperature	+71.5357 degF
12000000000	GLD/house4_l106_tm_Qm	+1198.5
12000000000	GLD/house4_l106_tm_Qa	+21921.3
12000000000	GLD/house4_l106_tm_Qi	+2397
12000000000	GLD/house4_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house3_l106_tm_mass_temperature	+71.2405 degF
12000000000	GLD/house3_l106_tm_air_temperature	+71.2817 degF
12000000000	GLD/house3_l106_tm_Qm	+976.014
12000000000	GLD/house3_l106_tm_Qa	+21698.8
12000000000	GLD/house3_l106_tm_Qi	+1952.03
12000000000	GLD/house3_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house2_l106_tm_mass_temperature	+70.2005 degF
12000000000	GLD/house2_l106_tm_air_temperature	+70.242 degF
12000000000	GLD/house2_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house1_l106_tm_mass_temperature	+70.2404 degF
12000000000	GLD/house1_l106_tm_air_temperature	+70.2953 degF
12000000000	GLD/house1_l106_tm_Qm	+787.565
12000000000	GLD/house1_l106_tm_Qa	+21510.4
12000000000	GLD/house1_l106_tm_Qi	+1575.13
12000000000	GLD/house1_l106_tm_hvac_load	+0.213048 kW
12000000000	GLD/house0_l106_tm_mass_temperature	+70.3504 degF
12000000000	GLD/house0_l106_tm_air_temperature	+70.4145 degF
12000000000	GLD/house0_l106_tm_Qm	+786.307
12000000000	GLD/house0_l106_tm_Qa	+21509.1
12000000000	GLD/house0_l106_tm_Qi	+1572.61
12000000000	GLD/house0_l106_tm_hvac_load	+0.213048 kW
13000000000	simDERADC/house0_l106_tm_heating_setpoint	72.8
13000000000	simDERADC/house0_l106_tm_cooling_setpoint	78.0
13000000000	simDERADC/house1_l106_tm_heating_setpoint	72.10000000000001
13000000000	simDERADC/house1_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house2_l106_tm_heating_setpoint	72.10000000000001
13000000000	simDERADC/house2_l106_tm_cooling_setpoint	76.5
13000000000	simDERADC/house3_l106_tm_heating_setpoint	70.7
13000000000	simDERADC/house3_l106_tm_cooling_setpoint	76.5
13000000000	simDERADC/house4_l106_tm_heating_setpoint	73.5
13000000000	simDERADC/house4_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house5_l106_tm_heating_setpoint	71.4
13000000000	simDERADC/house5_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house6_l106_tm_heating_setpoint	72.10000000000001
13000000000	simDERADC/house6_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house7_l106_tm_heating_setpoint	73.5
13000000000	simDERADC/house7_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house8_l106_tm_heating_setpoint	70.7
13000000000	simDERADC/house8_l106_tm_cooling_setpoint	76.5
13000000000	simDERADC/house9_l106_tm_heating_setpoint	72.10000000000001
13000000000	simDERADC/house9_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house10_l106_tm_heating_setpoint	73.5
13000000000	simDERADC/house10_l106_tm_cooling_setpoint	76.5
13000000000	simDERADC/house11_l106_tm_heating_setpoint	71.4
13000000000	simDERADC/house11_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house12_l106_tm_heating_setpoint	71.4
13000000000	simDERADC/house12_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house13_l106_tm_heating_setpoint	72.10000000000001
13000000000	simDERADC/house13_l106_tm_cooling_setpoint	78.0
13000000000	simDERADC/house14_l106_tm_heating_setpoint	72.8
13000000000	simDERADC/house14_l106_tm_cooling_setpoint	75.75
13000000000	simDERADC/house0_l107_tm_heating_setpoint	70.7
13000000000	simDERADC/house0_l107_tm_cooling_setpoint	78.0
13000000000	simDERADC/house1_l107_tm_heating_setpoint	73.5
13000000000	simDERADC/house1_l107_tm_cooling_setpoint	77.25
13000000000	simDERADC/house2_l107_tm_heating_setpoint	70.7
13000000000	simDERADC/house2_l107_tm_cooling_setpoint	78.75
13000000000	simDERADC/house4_l107_tm_heating_setpoint	71.4
13000000000	simDERADC/house4_l107_tm_cooling_setpoint	76.5
13000000000	simDERADC/house5_l107_tm_heating_setpoint	72.8
13000000000	simDERADC/house5_l107_tm_cooling_setpoint	75.75
13000000000	simDERADC/house6_l107_tm_heating_setpoint	70.7
13000000000	simDERADC/house6_l107_tm_cooling_setpoint	78.0
13000000000	simDERADC/house7_l107_tm_heating_setpoint	72.8
13000000000	simDERADC/house7_l107_tm_cooling_setpoint	77.25
13000000000	simDERADC/house8_l107_tm_heating_setpoint	72.8
13000000000	simDERADC/house8_l107_tm_cooling_setpoint	78.0
13000000000	simDERADC/house9_l107_tm_heating_setpoint	72.8
13000000000	simDERADC/house9_l107_tm_cooling_setpoint	76.5
13000000000	simDERADC/house10_l107_tm_heating_setpoint	72.8
13000000000	simDERADC/house10_l107_tm_cooling_setpoint	77.25
13000000000	simDERADC/house11_l107_tm_heating_setpoint	71.4
13000000000	simDERADC/house11_l107_tm_cooling_setpoint	75.75
13000000000	simDERADC/house12_l107_tm_heating_setpoint	72.8
13000000000	simDERADC/house12_l107_tm_cooling_setpoint	76.5
13000000000	simDERADC/house13_l107_tm_heating_setpoint	72.8
13000000000	simDERADC/house13_l107_tm_cooling_setpoint	78.0
13000000000	simDERADC/PVinv_house8_l106_tm_P_Out	0.0
13000000000	simDERADC/PVinv_house8_l106_tm_Q_Out	0.0
13000000000	simDERADC/PVinv_house4_l107_tm_P_Out	0.0
13000000000	simDERADC/PVinv_house4_l107_tm_Q_Out	0.0
13000000000	simDERADC/PVinv_house12_l107_tm_P_Out	0.0
13000000000	simDERADC/PVinv_house12_l107_tm_Q_Out	0.0
13000000000	simDERADC/house0_wh_l106_tm_tank_setpoint	135.20000000000002
13000000000	simDERADC/house1_wh_l106_tm_tank_setpoint	131.3
13000000000	simDERADC/house3_wh_l106_tm_tank_setpoint	131.3
13000000000	simDERADC/house4_wh_l106_tm_tank_setpoint	131.3
13000000000	simDERADC/house5_wh_l106_tm_tank_setpoint	135.20000000000002
13000000000	simDERADC/house6_wh_l106_tm_tank_setpoint	136.5
13000000000	simDERADC/house7_wh_l106_tm_tank_setpoint	135.20000000000002
13000000000	simDERADC/house8_wh_l106_tm_tank_setpoint	131.3
13000000000	simDERADC/house9_wh_l106_tm_tank_setpoint	135.20000000000002
13000000000	simDERADC/house10_wh_l106_tm_tank_setpoint	131.3
13000000000	simDERADC/house11_wh_l106_tm_tank_setpoint	131.3
13000000000	simDERADC/house1_wh_l107_tm_tank_setpoint	135.20000000000002
13000000000	simDERADC/house4_wh_l107_tm_tank_setpoint	132.6
13000000000	simDERADC/house5_wh_l107_tm_tank_setpoint	135.20000000000002
13000000000	simDERADC/Binv_house0_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house0_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house1_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house1_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house4_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house4_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house5_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house5_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house6_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house6_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house7_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house7_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house8_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house8_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house9_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house9_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house11_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house11_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house12_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house12_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house13_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house13_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house14_l106_tm_P_Out	0.0
13000000000	simDERADC/Binv_house14_l106_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house1_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house1_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house2_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house2_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house3_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house3_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house4_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house4_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house6_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house6_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house7_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house7_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house10_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house10_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house11_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house11_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house12_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house12_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house13_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house13_l107_tm_Q_Out	0.0
13000000000	simDERADC/Binv_house14_l107_tm_P_Out	0.0
13000000000	simDERADC/Binv_house14_l107_tm_Q_Out	0.0
14000000000	GLD/house5_wh_l107_tm_temperature	+132.998 degF
14000000000	GLD/house4_wh_l107_tm_temperature	+139.798 degF
14000000000	GLD/house1_wh_l107_tm_temperature	+130.663 degF
14000000000	GLD/house11_wh_l106_tm_temperature	+137.595 degF
14000000000	GLD/house10_wh_l106_tm_temperature	+140.796 degF
14000000000	GLD/house9_wh_l106_tm_temperature	+135.999 degF
14000000000	GLD/house8_wh_l106_tm_temperature	+131.803 degF
14000000000	GLD/house7_wh_l106_tm_temperature	+140.197 degF
14000000000	GLD/house6_wh_l106_tm_temperature	+132.7 degF
14000000000	GLD/house5_wh_l106_tm_temperature	+131.606 degF
14000000000	GLD/house4_wh_l106_tm_temperature	+136.398 degF
14000000000	GLD/house3_wh_l106_tm_temperature	+140.598 degF
14000000000	GLD/house1_wh_l106_tm_temperature	+133.552 degF
14000000000	GLD/house0_wh_l106_tm_temperature	+141.897 degF
14000000000	GLD/meter_n150_measured_real_power	+2.11576e+06 W
14000000000	GLD/house13_l107_tm_mass_temperature	+70.8706 degF
14000000000	GLD/house13_l107_tm_air_temperature	+70.9397 degF
14000000000	GLD/house13_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house12_l107_tm_mass_temperature	+71.3206 degF
14000000000	GLD/house12_l107_tm_air_temperature	+71.3996 degF
14000000000	GLD/house12_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house11_l107_tm_mass_temperature	+69.7207 degF
14000000000	GLD/house11_l107_tm_air_temperature	+69.7832 degF
14000000000	GLD/house11_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house10_l107_tm_mass_temperature	+69.0506 degF
14000000000	GLD/house10_l107_tm_air_temperature	+69.1055 degF
14000000000	GLD/house10_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house9_l107_tm_mass_temperature	+68.1905 degF
14000000000	GLD/house9_l107_tm_air_temperature	+68.274 degF
14000000000	GLD/house9_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house8_l107_tm_mass_temperature	+71.0906 degF
14000000000	GLD/house8_l107_tm_air_temperature	+71.1537 degF
14000000000	GLD/house8_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house7_l107_tm_mass_temperature	+71.5306 degF
14000000000	GLD/house7_l107_tm_air_temperature	+71.5909 degF
14000000000	GLD/house7_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house6_l107_tm_mass_temperature	+68.3915 degF
14000000000	GLD/house6_l107_tm_air_temperature	+68.4656 degF
14000000000	GLD/house6_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house5_l107_tm_mass_temperature	+68.8006 degF
14000000000	GLD/house5_l107_tm_air_temperature	+68.8953 degF
14000000000	GLD/house5_l107_tm_Qm	+808.052
14000000000	GLD/house5_l107_tm_Qa	+21530.9
14000000000	GLD/house5_l107_tm_Qi	+1616.1
14000000000	GLD/house5_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house4_l107_tm_mass_temperature	+68.1006 degF
14000000000	GLD/house4_l107_tm_air_temperature	+68.1928 degF
14000000000	GLD/house4_l107_tm_Qm	+1163.91
14000000000	GLD/house4_l107_tm_Qa	+21886.7
14000000000	GLD/house4_l107_tm_Qi	+2327.81
14000000000	GLD/house4_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house2_l107_tm_mass_temperature	+70.9707 degF
14000000000	GLD/house2_l107_tm_air_temperature	+71.0381 degF
14000000000	GLD/house2_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house1_l107_tm_mass_temperature	+70.6507 degF
14000000000	GLD/house1_l107_tm_air_temperature	+70.7327 degF
14000000000	GLD/house1_l107_tm_Qm	+949.07
14000000000	GLD/house1_l107_tm_Qa	+21671.9
14000000000	GLD/house1_l107_tm_Qi	+1898.14
14000000000	GLD/house1_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house0_l107_tm_mass_temperature	+71.3007 degF
14000000000	GLD/house0_l107_tm_air_temperature	+71.3593 degF
14000000000	GLD/house0_l107_tm_hvac_load	+0.213496 kW
14000000000	GLD/house14_l106_tm_mass_temperature	+69.5506 degF
14000000000	GLD/house14_l106_tm_air_temperature	+69.6477 degF
14000000000	GLD/house14_l106_tm_Qa	+22156.6
14000000000	GLD/house14_l106_tm_hvac_load	+6.10799 kW
14000000000	GLD/house13_l106_tm_mass_temperature	+68.2707 degF
14000000000	GLD/house13_l106_tm_air_temperature	+68.377 degF
14000000000	GLD/house13_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house12_l106_tm_mass_temperature	+70.3509 degF
14000000000	GLD/house12_l106_tm_air_temperature	+70.424 degF
14000000000	GLD/house12_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house11_l106_tm_mass_temperature	+69.1108 degF
14000000000	GLD/house11_l106_tm_air_temperature	+69.1713 degF
14000000000	GLD/house11_l106_tm_Qm	+1136.39
14000000000	GLD/house11_l106_tm_Qa	+11859.2
14000000000	GLD/house11_l106_tm_Qi	+2272.78
14000000000	GLD/house11_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house10_l106_tm_mass_temperature	+71.0707 degF
14000000000	GLD/house10_l106_tm_air_temperature	+71.1517 degF
14000000000	GLD/house10_l106_tm_Qm	+917.437
14000000000	GLD/house10_l106_tm_Qa	+21640.3
14000000000	GLD/house10_l106_tm_Qi	+1834.87
14000000000	GLD/house10_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house9_l106_tm_mass_temperature	+69.4807 degF
14000000000	GLD/house9_l106_tm_air_temperature	+69.5682 degF
14000000000	GLD/house9_l106_tm_Qm	+1250.4
14000000000	GLD/house9_l106_tm_Qa	+21973.2
14000000000	GLD/house9_l106_tm_Qi	+2500.8
14000000000	GLD/house9_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house8_l106_tm_mass_temperature	+71.0808 degF
14000000000	GLD/house8_l106_tm_air_temperature	+71.1421 degF
14000000000	GLD/house8_l106_tm_Qm	+784.921
14000000000	GLD/house8_l106_tm_Qa	+11507.7
14000000000	GLD/house8_l106_tm_Qi	+1569.84
14000000000	GLD/house8_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house7_l106_tm_mass_temperature	+70.7609 degF
14000000000	GLD/house7_l106_tm_air_temperature	+70.8201 degF
14000000000	GLD/house7_l106_tm_Qm	+1042.25
14000000000	GLD/house7_l106_tm_Qa	+11765.1
14000000000	GLD/house7_l106_tm_Qi	+2084.51
14000000000	GLD/house7_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house6_l106_tm_mass_temperature	+69.7808 degF
14000000000	GLD/house6_l106_tm_air_temperature	+69.8326 degF
14000000000	GLD/house6_l106_tm_Qm	+982.737
14000000000	GLD/house6_l106_tm_Qa	+11705.6
14000000000	GLD/house6_l106_tm_Qi	+1965.47
14000000000	GLD/house6_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house5_l106_tm_mass_temperature	+68.1009 degF
14000000000	GLD/house5_l106_tm_air_temperature	+68.1842 degF
14000000000	GLD/house5_l106_tm_Qm	+1458.6
14000000000	GLD/house5_l106_tm_Qa	+22181.4
14000000000	GLD/house5_l106_tm_Qi	+2917.19
14000000000	GLD/house5_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house4_l106_tm_mass_temperature	+71.4805 degF
14000000000	GLD/house4_l106_tm_air_temperature	+71.5486 degF
14000000000	GLD/house4_l106_tm_Qm	+1198.49
14000000000	GLD/house4_l106_tm_Qa	+21921.3
14000000000	GLD/house4_l106_tm_Qi	+2396.97
14000000000	GLD/house4_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house3_l106_tm_mass_temperature	+71.2406 degF
14000000000	GLD/house3_l106_tm_air_temperature	+71.2967 degF
14000000000	GLD/house3_l106_tm_Qm	+975.99
14000000000	GLD/house3_l106_tm_Qa	+21698.8
14000000000	GLD/house3_l106_tm_Qi	+1951.98
14000000000	GLD/house3_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house2_l106_tm_mass_temperature	+70.2006 degF
14000000000	GLD/house2_l106_tm_air_temperature	+70.2515 degF
14000000000	GLD/house2_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house1_l106_tm_mass_temperature	+70.2405 degF
14000000000	GLD/house1_l106_tm_air_temperature	+70.3107 degF
14000000000	GLD/house1_l106_tm_Qm	+787.6
14000000000	GLD/house1_l106_tm_Qa	+21510.4
14000000000	GLD/house1_l106_tm_Qi	+1575.2
14000000000	GLD/house1_l106_tm_hvac_load	+0.213049 kW
14000000000	GLD/house0_l106_tm_mass_temperature	+70.3505 degF
14000000000	GLD/house0_l106_tm_air_temperature	+70.4294 degF
14000000000	GLD/house0_l106_tm_Qm	+786.284
14000000000	GLD/house0_l106_tm_Qa	+21509.1
14000000000	GLD/house0_l106_tm_Qi	+1572.57
14000000000	GLD/house0_l106_tm_hvac_load	+0.213049 kW
