#nanoseconds	topic	value
45000000000	GLD/house8_l106_tm_hvac_load	+0.213268 kW
45000000000	GLD/house7_l106_tm_mass_temperature	+70.7655 degF
45000000000	GLD/house7_l106_tm_air_temperature	+70.98 degF
45000000000	GLD/house7_l106_tm_Qm	+1042.01
45000000000	GLD/house7_l106_tm_Qa	+1042.01
45000000000	GLD/house7_l106_tm_Qi	+2084.02
45000000000	GLD/house6_l106_tm_mass_temperature	+69.7848 degF
45000000000	GLD/house6_l106_tm_air_temperature	+69.9788 degF
45000000000	GLD/house6_l106_tm_Qm	+983.576
45000000000	GLD/house6_l106_tm_Qa	+11706.4
45000000000	GLD/house6_l106_tm_Qi	+1967.15
45000000000	GLD/house6_l106_tm_hvac_load	+0.213268 kW
45000000000	GLD/house5_l106_tm_mass_temperature	+68.1052 degF
45000000000	GLD/house5_l106_tm_air_temperature	+68.3973 degF
45000000000	GLD/house5_l106_tm_Qm	+1459.03
45000000000	GLD/house5_l106_tm_Qa	+22181.8
45000000000	GLD/house5_l106_tm_Qi	+2918.05
45000000000	GLD/house5_l106_tm_hvac_load	+0.213268 kW
45000000000	GLD/house4_l106_tm_mass_temperature	+71.4833 degF
45000000000	GLD/house4_l106_tm_air_temperature	+71.7457 degF
45000000000	GLD/house4_l106_tm_Qm	+1198.25
45000000000	GLD/house4_l106_tm_Qa	+21921.1
45000000000	GLD/house4_l106_tm_Qi	+2396.51
45000000000	GLD/house4_l106_tm_hvac_load	+0.213268 kW
45000000000	GLD/house3_l106_tm_mass_temperature	+71.2439 degF
45000000000	GLD/house3_l106_tm_air_temperature	+71.528 degF
45000000000	GLD/house3_l106_tm_Qm	+975.612
45000000000	GLD/house3_l106_tm_Qa	+21698.4
45000000000	GLD/house3_l106_tm_Qi	+1951.22
45000000000	GLD/house3_l106_tm_hvac_load	+0.213268 kW
45000000000	GLD/house2_l106_tm_mass_temperature	+70.204 degF
45000000000	GLD/house2_l106_tm_air_temperature	+70.3916 degF
45000000000	GLD/house1_l106_tm_mass_temperature	+70.2435 degF
45000000000	GLD/house1_l106_tm_air_temperature	+70.5471 degF
45000000000	GLD/house1_l106_tm_Qm	+787.976
45000000000	GLD/house1_l106_tm_Qa	+21510.8
45000000000	GLD/house1_l106_tm_Qi	+1575.95
45000000000	GLD/house1_l106_tm_hvac_load	+0.213268 kW
45000000000	GLD/house0_l106_tm_mass_temperature	+70.3535 degF
45000000000	GLD/house0_l106_tm_air_temperature	+70.6549 degF
45000000000	GLD/house0_l106_tm_Qm	+785.934
45000000000	GLD/house0_l106_tm_Qa	+21508.8
45000000000	GLD/house0_l106_tm_Qi	+1571.87
45000000000	GLD/house0_l106_tm_hvac_load	+0.213268 kW
45000000000	simDERADC/house0_l106_tm_heating_setpoint	70.7
45000000000	simDERADC/house0_l106_tm_cooling_setpoint	78.0
45000000000	simDERADC/house1_l106_tm_heating_setpoint	71.4
45000000000	simDERADC/house1_l106_tm_cooling_setpoint	78.75
45000000000	simDERADC/house2_l106_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house2_l106_tm_cooling_setpoint	78.0
45000000000	simDERADC/house3_l106_tm_heating_setpoint	70.7
45000000000	simDERADC/house3_l106_tm_cooling_setpoint	78.0
45000000000	simDERADC/house4_l106_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house4_l106_tm_cooling_setpoint	78.75
45000000000	simDERADC/house5_l106_tm_heating_setpoint	72.8
45000000000	simDERADC/house5_l106_tm_cooling_setpoint	78.75
45000000000	simDERADC/house6_l106_tm_heating_setpoint	73.5
45000000000	simDERADC/house6_l106_tm_cooling_setpoint	75.75
45000000000	simDERADC/house7_l106_tm_heating_setpoint	70.7
45000000000	simDERADC/house7_l106_tm_cooling_setpoint	78.0
45000000000	simDERADC/house8_l106_tm_heating_setpoint	70.7
45000000000	simDERADC/house8_l106_tm_cooling_setpoint	76.5
45000000000	simDERADC/house9_l106_tm_heating_setpoint	71.4
45000000000	simDERADC/house9_l106_tm_cooling_setpoint	78.0
45000000000	simDERADC/house10_l106_tm_heating_setpoint	70.7
45000000000	simDERADC/house10_l106_tm_cooling_setpoint	78.0
45000000000	simDERADC/house11_l106_tm_heating_setpoint	72.8
45000000000	simDERADC/house11_l106_tm_cooling_setpoint	77.25
45000000000	simDERADC/house12_l106_tm_heating_setpoint	71.4
45000000000	simDERADC/house12_l106_tm_cooling_setpoint	75.75
45000000000	simDERADC/house13_l106_tm_heating_setpoint	72.8
45000000000	simDERADC/house13_l106_tm_cooling_setpoint	75.75
45000000000	simDERADC/house14_l106_tm_heating_setpoint	70.7
45000000000	simDERADC/house14_l106_tm_cooling_setpoint	75.75
45000000000	simDERADC/house0_l107_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house0_l107_tm_cooling_setpoint	78.0
45000000000	simDERADC/house1_l107_tm_heating_setpoint	73.5
45000000000	simDERADC/house1_l107_tm_cooling_setpoint	77.25
45000000000	simDERADC/house2_l107_tm_heating_setpoint	70.7
45000000000	simDERADC/house2_l107_tm_cooling_setpoint	76.5
45000000000	simDERADC/house4_l107_tm_heating_setpoint	72.8
45000000000	simDERADC/house4_l107_tm_cooling_setpoint	78.0
45000000000	simDERADC/house5_l107_tm_heating_setpoint	71.4
45000000000	simDERADC/house5_l107_tm_cooling_setpoint	77.25
45000000000	simDERADC/house6_l107_tm_heating_setpoint	73.5
45000000000	simDERADC/house6_l107_tm_cooling_setpoint	77.25
45000000000	simDERADC/house7_l107_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house7_l107_tm_cooling_setpoint	76.5
45000000000	simDERADC/house8_l107_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house8_l107_tm_cooling_setpoint	78.0
45000000000	simDERADC/house9_l107_tm_heating_setpoint	71.4
45000000000	simDERADC/house9_l107_tm_cooling_setpoint	77.25
45000000000	simDERADC/house10_l107_tm_heating_setpoint	71.4
45000000000	simDERADC/house10_l107_tm_cooling_setpoint	78.0
45000000000	simDERADC/house11_l107_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house11_l107_tm_cooling_setpoint	78.0
45000000000	simDERADC/house12_l107_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house12_l107_tm_cooling_setpoint	76.5
45000000000	simDERADC/house13_l107_tm_heating_setpoint	72.10000000000001
45000000000	simDERADC/house13_l107_tm_cooling_setpoint	75.75
45000000000	simDERADC/PVinv_house8_l106_tm_P_Out	0.0
45000000000	simDERADC/PVinv_house8_l106_tm_Q_Out	0.0
45000000000	simDERADC/PVinv_house4_l107_tm_P_Out	0.0
45000000000	simDERADC/PVinv_house4_l107_tm_Q_Out	0.0
45000000000	simDERADC/PVinv_house12_l107_tm_P_Out	0.0
45000000000	simDERADC/PVinv_house12_l107_tm_Q_Out	0.0
45000000000	simDERADC/house0_wh_l106_tm_tank_setpoint	136.5
45000000000	simDERADC/house1_wh_l106_tm_tank_setpoint	135.20000000000002
45000000000	simDERADC/house3_wh_l106_tm_tank_setpoint	136.5
45000000000	simDERADC/house4_wh_l106_tm_tank_setpoint	131.3
45000000000	simDERADC/house5_wh_l106_tm_tank_setpoint	132.6
45000000000	simDERADC/house6_wh_l106_tm_tank_setpoint	133.9
45000000000	simDERADC/house7_wh_l106_tm_tank_setpoint	132.6
45000000000	simDERADC/house8_wh_l106_tm_tank_setpoint	131.3
45000000000	simDERADC/house9_wh_l106_tm_tank_setpoint	136.5
45000000000	simDERADC/house10_wh_l106_tm_tank_setpoint	135.20000000000002
45000000000	simDERADC/house11_wh_l106_tm_tank_setpoint	131.3
45000000000	simDERADC/house1_wh_l107_tm_tank_setpoint	131.3
45000000000	simDERADC/house4_wh_l107_tm_tank_setpoint	135.20000000000002
45000000000	simDERADC/house5_wh_l107_tm_tank_setpoint	132.6
45000000000	simDERADC/Binv_house0_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house0_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house1_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house1_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house4_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house4_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house5_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house5_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house6_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house6_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house7_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house7_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house8_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house8_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house9_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house9_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house11_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house11_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house12_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house12_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house13_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house13_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house14_l106_tm_P_Out	0.0
45000000000	simDERADC/Binv_house14_l106_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house1_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house1_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house2_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house2_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house3_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house3_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house4_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house4_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house6_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house6_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house7_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house7_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house10_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house10_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house11_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house11_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house12_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house12_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house13_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house13_l107_tm_Q_Out	0.0
45000000000	simDERADC/Binv_house14_l107_tm_P_Out	0.0
45000000000	simDERADC/Binv_house14_l107_tm_Q_Out	0.0
46000000000	GLD/house5_wh_l107_tm_temperature	+132.993 degF
46000000000	GLD/house4_wh_l107_tm_temperature	+139.791 degF
46000000000	GLD/house1_wh_l107_tm_temperature	+131.011 degF
46000000000	GLD/house11_wh_l106_tm_temperature	+137.583 degF
46000000000	GLD/house10_wh_l106_tm_temperature	+140.784 degF
46000000000	GLD/house9_wh_l106_tm_temperature	+135.994 degF
46000000000	GLD/house8_wh_l106_tm_temperature	+132.232 degF
46000000000	GLD/house7_wh_l106_tm_temperature	+140.19 degF
46000000000	GLD/house6_wh_l106_tm_temperature	+133.543 degF
46000000000	GLD/house5_wh_l106_tm_temperature	+132.047 degF
46000000000	GLD/house4_wh_l106_tm_temperature	+136.393 degF
46000000000	GLD/house3_wh_l106_tm_temperature	+140.593 degF
46000000000	GLD/house1_wh_l106_tm_temperature	+134.164 degF
46000000000	GLD/house0_wh_l106_tm_temperature	+141.889 degF
46000000000	GLD/meter_n150_measured_real_power	+2.12653e+06 W
46000000000	GLD/house13_l107_tm_mass_temperature	+70.8742 degF
46000000000	GLD/house13_l107_tm_air_temperature	+71.1809 degF
46000000000	GLD/house13_l107_tm_hvac_load	+0.213586 kW
46000000000	GLD/house12_l107_tm_mass_temperature	+71.3246 degF
46000000000	GLD/house12_l107_tm_air_temperature	+71.6364 degF
46000000000	GLD/house12_l107_tm_hvac_load	+0.213586 kW
46000000000	GLD/house11_l107_tm_mass_temperature	+69.7246 degF
46000000000	GLD/house11_l107_tm_air_temperature	+69.9668 degF
46000000000	GLD/house11_l107_tm_hvac_load	+0.213586 kW
46000000000	GLD/house10_l107_tm_mass_temperature	+69.0543 degF
46000000000	GLD/house10_l107_tm_air_temperature	+69.2608 degF
46000000000	GLD/house9_l107_tm_mass_temperature	+68.1937 degF
46000000000	GLD/house9_l107_tm_air_temperature	+68.4928 degF
46000000000	GLD/house9_l107_tm_hvac_load	+0.213586 kW
46000000000	GLD/house8_l107_tm_mass_temperature	+71.094 degF
46000000000	GLD/house8_l107_tm_air_temperature	+71.3301 degF
46000000000	GLD/house7_l107_tm_mass_temperature	+71.5338 degF
46000000000	GLD/house7_l107_tm_air_temperature	+71.7678 degF
46000000000	GLD/house7_l107_tm_Qm	+982.85
46000000000	GLD/house7_l107_tm_Qa	+982.85
46000000000	GLD/house7_l107_tm_Qi	+1965.7
46000000000	GLD/house7_l107_tm_hvac_load	+0 kW
46000000000	GLD/house6_l107_tm_mass_temperature	+68.3987 degF
46000000000	GLD/house6_l107_tm_air_temperature	+68.639 degF
46000000000	GLD/house5_l107_tm_mass_temperature	+68.8044 degF
46000000000	GLD/house5_l107_tm_air_temperature	+69.143 degF
46000000000	GLD/house5_l107_tm_Qm	+807.761
46000000000	GLD/house5_l107_tm_Qa	+21530.6
46000000000	GLD/house5_l107_tm_Qi	+1615.52
46000000000	GLD/house5_l107_tm_hvac_load	+0.213586 kW
46000000000	GLD/house4_l107_tm_mass_temperature	+68.1037 degF
46000000000	simDERADC/house0_l106_tm_heating_setpoint	73.5
46000000000	simDERADC/house0_l106_tm_cooling_setpoint	76.5
46000000000	simDERADC/house1_l106_tm_heating_setpoint	72.10000000000001
46000000000	simDERADC/house1_l106_tm_cooling_setpoint	77.25
46000000000	simDERADC/house2_l106_tm_heating_setpoint	70.7
46000000000	simDERADC/house2_l106_tm_cooling_setpoint	78.0
46000000000	simDERADC/house3_l106_tm_heating_setpoint	73.5
46000000000	simDERADC/house3_l106_tm_cooling_setpoint	75.75
46000000000	simDERADC/house4_l106_tm_heating_setpoint	73.5
46000000000	simDERADC/house4_l106_tm_cooling_setpoint	77.25
46000000000	simDERADC/house5_l106_tm_heating_setpoint	72.10000000000001
46000000000	simDERADC/house5_l106_tm_cooling_setpoint	75.75
46000000000	simDERADC/house6_l106_tm_heating_setpoint	71.4
46000000000	simDERADC/house6_l106_tm_cooling_setpoint	77.25
46000000000	simDERADC/house7_l106_tm_heating_setpoint	72.10000000000001
46000000000	simDERADC/house7_l106_tm_cooling_setpoint	76.5
46000000000	simDERADC/house8_l106_tm_heating_setpoint	72.8
46000000000	simDERADC/house8_l106_tm_cooling_setpoint	78.75
46000000000	simDERADC/house9_l106_tm_heating_setpoint	72.8
46000000000	simDERADC/house9_l106_tm_cooling_setpoint	77.25
46000000000	simDERADC/house10_l106_tm_heating_setpoint	72.8
46000000000	simDERADC/house10_l106_tm_cooling_setpoint	78.0
46000000000	simDERADC/house11_l106_tm_heating_setpoint	70.7
46000000000	simDERADC/house11_l106_tm_cooling_setpoint	77.25
46000000000	simDERADC/house12_l106_tm_heating_setpoint	71.4
46000000000	simDERADC/house12_l106_tm_cooling_setpoint	77.25
46000000000	simDERADC/house13_l106_tm_heating_setpoint	73.5
46000000000	simDERADC/house13_l106_tm_cooling_setpoint	77.25
46000000000	simDERADC/house14_l106_tm_heating_setpoint	70.7
46000000000	simDERADC/house14_l106_tm_cooling_setpoint	78.75
46000000000	simDERADC/house0_l107_tm_heating_setpoint	73.5
46000000000	simDERADC/house0_l107_tm_cooling_setpoint	76.5
46000000000	simDERADC/house1_l107_tm_heating_setpoint	71.4
46000000000	simDERADC/house1_l107_tm_cooling_setpoint	78.0
46000000000	simDERADC/house2_l107_tm_heating_setpoint	72.10000000000001
46000000000	simDERADC/house2_l107_tm_cooling_setpoint	77.25
46000000000	simDERADC/house4_l107_tm_heating_setpoint	72.8
46000000000	simDERADC/house4_l107_tm_cooling_setpoint	75.75
46000000000	simDERADC/house5_l107_tm_heating_setpoint	73.5
46000000000	simDERADC/house5_l107_tm_cooling_setpoint	78.75
46000000000	simDERADC/house6_l107_tm_heating_setpoint	70.7
46000000000	simDERADC/house6_l107_tm_cooling_setpoint	78.75
46000000000	simDERADC/house7_l107_tm_heating_setpoint	73.5
46000000000	simDERADC/house7_l107_tm_cooling_setpoint	75.75
46000000000	simDERADC/house8_l107_tm_heating_setpoint	72.10000000000001
46000000000	simDERADC/house8_l107_tm_cooling_setpoint	78.0
46000000000	simDERADC/house9_l107_tm_heating_setpoint	71.4
46000000000	simDERADC/house9_l107_tm_cooling_setpoint	78.0
46000000000	simDERADC/house10_l107_tm_heating_setpoint	72.8
46000000000	simDERADC/house10_l107_tm_cooling_setpoint	77.25
46000000000	simDERADC/house11_l107_tm_heating_setpoint	72.8
46000000000	simDERADC/house11_l107_tm_cooling_setpoint	76.5
46000000000	simDERADC/house12_l107_tm_heating_setpoint	73.5
46000000000	simDERADC/house12_l107_tm_cooling_setpoint	77.25
46000000000	simDERADC/house13_l107_tm_heating_setpoint	72.8
46000000000	simDERADC/house13_l107_tm_cooling_setpoint	78.75
46000000000	simDERADC/PVinv_house8_l106_tm_P_Out	0.0
46000000000	simDERADC/PVinv_house8_l106_tm_Q_Out	0.0
46000000000	simDERADC/PVinv_house4_l107_tm_P_Out	0.0
46000000000	simDERADC/PVinv_house4_l107_tm_Q_Out	0.0
46000000000	simDERADC/PVinv_house12_l107_tm_P_Out	0.0
46000000000	simDERADC/PVinv_house12_l107_tm_Q_Out	0.0
46000000000	simDERADC/house0_wh_l106_tm_tank_setpoint	131.3
46000000000	simDERADC/house1_wh_l106_tm_tank_setpoint	133.9
46000000000	simDERADC/house3_wh_l106_tm_tank_setpoint	131.3
46000000000	simDERADC/house4_wh_l106_tm_tank_setpoint	136.5
46000000000	simDERADC/house5_wh_l106_tm_tank_setpoint	133.9
46000000000	simDERADC/house6_wh_l106_tm_tank_setpoint	136.5
46000000000	simDERADC/house7_wh_l106_tm_tank_setpoint	132.6
46000000000	simDERADC/house8_wh_l106_tm_tank_setpoint	136.5
